id,created_at,category,title,description,source,content,ai_summary,ai_title,url
116,2026-04-10 21:53:38.140306+00,science,Artemis II astronauts have fitness lessons for everyone - NPR,The Artemis II astronauts don't have a lot of space to exercise. That's why they've got the flywheel — a small device that can be used for strength and cardio workouts.,NPR,"Even a few days away from Earth can significantly alter the human body. Without the constant pull of gravity on the skeleton, muscle and bone can quickly atrophy. To combat this immediate physical de… [+4377 chars]","The four Artemis II astronauts aboard NASA's Orion spacecraft are using a compact exercise device called the flywheel to combat the rapid muscle and bone loss that occurs in microgravity. Even a few days without gravity can cause significant physical decline, particularly in the heart and skeletal muscles, making regular exercise critical during the mission.
 The flywheel, roughly the size of a large shoebox, works on a cable-and-resistance principle similar to a yo-yo — astronauts pull a handle to spin the device, generating resistance proportional to their effort. Despite its small size, it can simulate resistance equivalent to up to 400 pounds, allowing for exercises like squats, deadlifts, and curls, as well as cardiovascular workouts.
 The device was developed after years of research, including a NASA bed-rest study where over 10,000 volunteers applied to spend 70 days lying down — earning the nickname ""pillownauts."" Researchers found the flywheel prevented muscle atrophy as effectively as a full gym setup.
 Scientists believe the technology has broad applications beyond space travel, potentially helping elderly individuals combat age-related bone and muscle loss, and someday fitting neatly under a desk for everyday use.",How the Artemis II Crew's Flywheel Device Is Redefining Space Fitness for Everyone,https://www.npr.org/2026/04/09/nx-s1-5779671/artemis-flywheel-astronauts-resistance-workout-bone-loss
117,2026-04-10 21:53:38.140306+00,science,Scientists say the world’s oldest octopus fossil isn’t an octopus after all - AP News,"Scientists have found evidence that a 300-million-year-old sea creature previously thought to be the world's oldest octopus is actually a nautilus relative. University of Reading zoology lecturer Thomas Clements led the research, which found that the fossil, …",Associated Press,"LONDON (AP) A 300-million-year-old tentacled sea creature has lost its crown as the worlds oldest octopus, after scientists found evidence that its not an octopus at all.
 Newly published research co… [+3388 chars]","A fossil long celebrated as the world's oldest known octopus has been stripped of its title after scientists determined it is not an octopus at all. The specimen, known as Pohlsepia mazonensis and found at the Mazon Creek site in Illinois, had been listed in Guinness World Records as the earliest known octopus since its identification in 2000. New research published in the journal Proceedings of the Royal Society B concludes it is actually a relative of the modern nautilus.
 The breakthrough came when University of Reading zoologist Thomas Clements used synchrotron imaging — which generates X-rays using beams of light brighter than the sun — to scan inside the fossil rock. The technique revealed a radula, a ribbon-like feeding structure with at least 11 teeth per row. Octopuses have only seven or nine teeth per row, while nautiloids have 13, definitively ruling out an octopus classification.
 The misidentification is believed to have occurred because the creature decomposed and lost its distinctive shell before fossilisation, making it appear octopus-like. Guinness World Records has since removed the fossil's title. The finding pushes back the true origin of octopuses to the Jurassic period, and the Mazon Creek specimens now represent the oldest known nautiloid soft tissue in the fossil record.","300-Million-Year-Old ""World's Oldest Octopus"" Fossil Reclassified as Nautilus",https://apnews.com/article/oldest-octopus-fossil-mistaken-identity-nautilus-04d88f5cc171b1e93f24538e574838f9
118,2026-04-10 21:53:38.140306+00,sports,Barcelona complain to Uefa about 'grave lack of VAR intervention' in Atletico Madrid loss - BBC,"Barcelona submit a complaint to Uefa over a ""grave lack of VAR intervention"" during their Champions League defeat by Atletico Madrid on Wednesday.",BBC News,"Barcelona have submitted a complaint to Uefa over a ""grave lack of VAR intervention"" during their 2-0 Champions League defeat by Atletico Madrid on Wednesday.
 Hansi Flick's side were denied a penalt… [+1762 chars]","Barcelona have lodged an official complaint with UEFA following their 2-0 Champions League quarterfinal first leg defeat to Atletico Madrid at Camp Nou on April 8, 2026. The club's legal department filed the complaint the following day, focusing on a controversial incident in the 54th minute involving Atletico substitute Marc Pubill.
 The incident occurred when Atletico goalkeeper Juan Musso played a short goal-kick, bringing the ball into play. Pubill then handled the ball inside the penalty area, apparently unaware play had restarted. Referee Istvan Kovacs did not award a penalty and, crucially, VAR official Christian Dingert did not intervene — despite Pubill already being on a yellow card, meaning a second booking and sending-off should also have followed.
 Manager Hansi Flick was furious post-match, calling the non-decision unbelievable. Barcelona referenced a near-identical incident from a 2024 Champions League match between Club Brugge and Aston Villa, where a penalty was correctly awarded in the same circumstances.
 The club has requested a formal investigation, access to referee communications, and official acknowledgment of the error. While the result stands, Barcelona face a difficult second leg in Madrid needing to overturn a two-goal deficit.",Barcelona File Formal UEFA Complaint Over VAR Failure in 2-0 Champions League Loss to Atletico,https://www.bbc.com/sport/football/articles/cr41dq4pywxo
119,2026-04-10 21:53:38.140306+00,sports,"Masters 2026 Round 1 live updates, leaderboard: Rory McIlroy is making a move - Yahoo Sports",The 90th playing of the Masters is officially here.,Yahoo Entertainment,"The 90th edition of the Masters is officially here.
 Jack Nicklaus, Gary Player and Tom Watson hit the ceremonial opening tee shots at Augusta National this morning, kicking off the first major champ… [+9458 chars]","The 2026 Masters has delivered a compelling mix of elite competition and nostalgic brilliance, highlighted by 60-year-old José María Olazábal turning back the clock at Augusta National. The two-time Masters champion briefly surged near the top of the leaderboard early in the tournament, showcasing his experience and precision against a field dominated by younger, power-hitting players. His performance stood out as a reminder that course knowledge and shot-making can still compete with modern distance-focused golf.
 

 While Olazábal’s run captured attention, the broader tournament remains highly competitive, with top players battling for position heading into the later rounds. Established stars and emerging talents alike are navigating Augusta’s challenging layout, where consistency and composure are proving critical.
 

 The event also highlights the evolving nature of the sport, as seasoned veterans like Olazábal continue to inspire alongside a new generation of players. His showing, even if not sustained through all rounds, adds a unique narrative to the tournament — blending history, resilience, and the enduring appeal of the Masters.",60-Year-Old José María Olazábal Defies Age at Masters as Leaderboard Drama Unfolds,https://sports.yahoo.com/golf/live/masters-2026-leaderboard-tee-times-how-to-watch-60-year-old-jose-maria-olazabal-turning-back-the-clock-113000052.html
120,2026-04-10 21:53:38.140306+00,sports,Poll: Is Jordan Walker Finally Breaking Out? - MLB Trade Rumors,Jordan Walker is off to a blistering start for the Cardinals this year. How much of it is real? Vote now in MLBTR's latest poll!,MLB Trade Rumors,"It might not seem like it, but it was just a few years ago that Jordan Walker was a consensus top five prospect in all of baseball. Walker entered the 2023 season as a trendy Rookie of the Year pick … [+4791 chars]","St. Louis Cardinals outfielder Jordan Walker, once a consensus top-five prospect in all of baseball, is off to one of the most electric starts in the majors in 2026, reigniting debate about whether the 23-year-old is finally realizing his enormous potential. After two brutal seasons where he combined for a .211/.270/.324 slash line and a 68 wRC+ across 574 plate appearances, Walker has turned heads with a .295/.367/.682 line and five home runs through just 49 plate appearances, good for a 191 wRC+.
 Encouragingly, the underlying metrics support the performance. His .320 BABIP is close to his career average, his 10.2% walk rate is a career best, and his .453 xwOBA closely mirrors his actual production. His 23.3% barrel rate borders on elite.
 However, meaningful concerns remain. Walker's 28.6% strikeout rate is still very high, making sustained success more difficult. Previous short hot streaks — including a .342/.419/.500 stretch in July 2025 — faded quickly, serving as a cautionary reminder about small sample sizes.
 Cardinals coaches publicly challenged Walker late last season over his preparation habits, and the apparent response has been tangible swing improvements, including better launch angle, a lower chase rate, and improved plate discipline. An MLB Trade Rumors reader poll reflects cautious optimism, with 61% believing Walker will settle into solid regular status rather than becoming a top-30 hitter or reverting to prior struggles.Sonnet 4.6","Cardinals' Jordan Walker Posts Blazing Start to 2026, But Can He Sustain It?",https://www.mlbtraderumors.com/2026/04/poll-is-jordan-walker-finally-breaking-out.html
121,2026-04-10 21:53:38.140306+00,technology,Castlevania: Belmont's Curse Let's You Fight Joan Of Arc And Explore Notre Dame In New Trailer - Nintendo Life,"Bonjour, evildoers",Nintendo Life,"Today's Triple-i Initiative showcase promised us some Castlevania: Belmont's Curse news, and we got a little bit of that during today's presentation.
 In the short new trailer up top, featuring comme… [+1015 chars]","A new trailer for Castlevania: Belmont's Curse debuted at the Triple-i Initiative showcase, offering fans a closer look at the game's Parisian setting and combat. Developed by Evil Empire — the studio behind Dead Cells — the footage confirms Notre Dame Cathedral as an explorable location and reveals a dramatically corrupted version of Joan of Arc as a boss enemy.
 The game is set in Paris and takes place 23 years after Castlevania: Dracula's Curse, with a whip-wielding Belmont protagonist at its center. Developer Evil Empire was keen to reiterate that despite their roguelike pedigree, Belmont's Curse is a traditional Metroidvania experience true to the classic Castlevania formula, not a roguelike or roguelite.
 No release date or launch window was confirmed during the showcase, though the game is slated for Nintendo Switch and PS5 in 2026. Fan reaction has been overwhelmingly positive, with many praising the visual style, combat animations, and the bold decision to feature a historically corrupted Joan of Arc as a key antagonist. The trailer also highlighted the game's RPG elements, which appear to have been faithfully preserved for longtime series fans.",Castlevania: Belmont's Curse Trailer Reveals Corrupted Joan of Arc Boss and Notre Dame Setting,https://www.nintendolife.com/news/2026/04/castlevania-belmonts-curse-lets-you-fight-joan-of-arc-and-explore-notre-dame-in-new-trailer
122,2026-04-10 21:53:38.140306+00,technology,"One Of The Best Stardew Valley -Likes Ever Is 100% Free On Steam, But Only For A Few Days - Kotaku",,Kotaku,Description: Group Number: Group Name: Ip Address: Username: Computer Name:,"To mark the announcement of Graveyard Keeper 2 at the Triple-I indie showcase on April 9, publisher tinyBuild has made the original Graveyard Keeper completely free on Steam until April 13. The game, which first launched in 2018, is a darkly humorous medieval cemetery management simulator that tasks players with running a graveyard, handling daily deliveries of corpses, and keeping the whole operation afloat.
 Widely regarded as one of the best games to follow in Stardew Valley's footsteps, Graveyard Keeper was openly inspired by both Stardew Valley and Harvest Moon, as confirmed by the developers themselves. It stands out among the many life-sim clones for its robust systems, quirky tone, and extensive DLC offerings. The game also runs well on Steam Deck and supports a healthy selection of community mods.
 The newly announced Graveyard Keeper 2 is expected to launch later in 2026 on PC, PS5, Xbox Series X/S, Nintendo Switch, and Switch 2. For anyone curious about the series, the free offer on the original is an ideal entry point before the sequel arrives.",Graveyard Keeper Is Free on Steam Until April 13 to Celebrate Sequel Announcement,https://kotaku.com/graveyard-keeper-stardew-valley-free-steam-april-sequel-steam-deck-2000686355
159,2026-04-10 23:13:25.252785+00,business,Futures: Trump Issues Hormuz Threat; Amazon Fuels AI Trade - Investor's Business Daily,"Iran talks, CPI inflation, Taiwan Semi are on tap.",Investor's Business Daily,"Information in Investors Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. … [+1064 chars]","U.S. stock markets closed mixed on April 10, 2026, as investors weighed surging inflation driven by the ongoing U.S.-Iran conflict against strong semiconductor earnings ahead of weekend peace talks. The Dow Jones fell 269 points while the Nasdaq gained 0.35%, bolstered by chipmakers. Despite the choppy session, all three major indexes posted solid weekly gains, with the S&P 500 up more than 3% for the week.
 March CPI rose 0.9% month-over-month — the largest monthly gain since 2022 — pushing annual inflation to 3.3%, as gasoline prices surged 21% following Iran's blockade of the Strait of Hormuz. However, core CPI, excluding food and energy, came in below expectations at 0.2%, offering some relief.
 Taiwan Semiconductor Manufacturing rose over 2% after reporting a 35% jump in first-quarter revenue, reinforcing strong AI-driven chip demand from customers including Nvidia and Apple. CoreWeave shares also surged after announcing a multi-year cloud deal with Anthropic.
 Markets remained cautious ahead of U.S.-Iran peace talks scheduled for the weekend in Islamabad, with the fragile two-week ceasefire under pressure. Consumer sentiment hit a record low, and inflation expectations climbed to 4.8%, complicating the Federal Reserve's path toward rate cuts.",Markets Mixed as Iran War Drives CPI to 4-Year High While TSMC Earnings Boost Semiconductor Stocks,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-iran-war-talks-cpi-inflation-nvidia-chipmaker-taiwan-semiconductor/
160,2026-04-10 23:13:25.252785+00,business,Nvidia’s stock is quietly gaining steam — it’s on its longest winning streak since 2023 - MarketWatch,"The stock trades meaningfully below its 52-week high, suggesting to one analyst that it could see sustained gains if the AI trade comes back alive",MarketWatch,"Nvidias stock has awakened from its slumber, clocking its seventh consecutive day of gains. 
 The stock is up 11.4% over that stretch, its longest winning streak since Nov. 14, 2023, according to Dow… [+70 chars]","Nvidia shares rose for eight consecutive sessions through April 10, 2026, marking the chipmaker's longest winning streak since November 2023 and adding approximately 11% to the stock over that stretch. The rally was driven by a combination of easing geopolitical tensions tied to the U.S.-Iran ceasefire, renewed confidence in AI infrastructure spending, and a softer-than-expected core inflation reading that broadly lifted tech stocks.
 Despite the run, Nvidia remains roughly 13-14% below its 52-week high and is still slightly negative for the year, suggesting the gains reflect a recovery from oversold levels rather than a breakout. The stock has traded in a range of approximately $165 to $195 for several months. Nvidia's $165 support level has held across multiple tests, reinforcing the underlying trend.
 The broader semiconductor sector has outperformed Nvidia in 2026, with the VanEck Semiconductor ETF up 19% year-to-date. Rival Intel surged around 50% over the same seven-session period. Investors remain focused on whether large cloud providers will sustain elevated AI capital expenditures, which continues to be the key variable underpinning Nvidia's long-term investment case.",Nvidia Posts Longest Winning Streak Since 2023 But Remains Below All-Time High,https://www.marketwatch.com/story/nvidias-stock-is-quietly-gaining-steam-its-on-its-longest-winning-streak-since-2023-9066742f
161,2026-04-10 23:13:25.252785+00,business,North Sea oil prices hit record high as Iran keeps hold over Strait of Hormuz - Financial Times,Washington-Tehran ceasefire agreement fails to stem global energy crunch,Financial Times,Then $75 per month. Complete digital access to quality FT journalism on any device. Cancel anytime during your trial.,"North Sea oil prices have surged to an unprecedented record high, reflecting escalating geopolitical tensions and supply concerns in the global energy market. A primary contributing factor is Iran's continued strategic control over the Strait of Hormuz, a vital chokepoint for a significant portion of the world's oil shipments. Despite a recently brokered ceasefire agreement between Washington and Tehran, hopes that this diplomatic breakthrough would alleviate the burgeoning global energy crunch have been dashed. The failure of this accord to stabilize the market underscores the deep-seated complexities and persistent volatility affecting international oil prices. Analysts attribute the sustained upward pressure on prices to the inherent risks associated with shipping through the Strait, coupled with broader supply-demand imbalances. This situation highlights the fragile nature of global energy security, where geopolitical leverage in key maritime passages can have immediate and dramatic impacts on crude benchmarks worldwide, signaling potential economic headwinds for consumers and industries alike.",North Sea Oil Prices Soar to Record High Amid Iran's Strait of Hormuz Grip,https://www.ft.com/content/f04ad855-81e3-49c5-827e-d3c4acb901c9?syn-25a6b1a6\\u003d1
